Start Year,Month,Day,Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year Uncertainty,Start Day Modifier,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
1983,7,2,284096,Nishinoshima,18363,Uncertain Eruption,,0.0,,,,,182.0,,,1984.0,,7.0,,2.0,182.0,27.247,140.874
1983,1,1,222120,"Lengai, Ol Doinyo",14023,Confirmed Eruption,North Crater,2.0,,,,,,Historical Observations,,1993.0,,9.0,,24.0,,-2.764,35.914
1983,1,3,332010,Kilauea,10119,Confirmed Eruption,"East rift zone (Puu O'o), Halemaumau",3.0,,,,,,Historical Observations,,2018.0,,9.0,,5.0,,19.421,-155.287
1983,2,6,345020,Rincon de la Vieja,11099,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1983.0,,2.0,,21.0,,10.83,-85.324
1983,2,11,341040,Colima,10461,Uncertain Eruption,,1.0,?,,,,,,,1983.0,,2.0,,15.0,,19.514,-103.62
1983,3,14,333060,Macdonald,10320,Confirmed Eruption,,0.0,,,,,,Hydrophonic,,1983.0,,5.0,,21.0,,-28.98,-140.25
1983,3,16,344120,Concepcion,11068,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1983.0,,3.0,,25.0,,11.538,-85.62200000000001
1983,3,28,211060,Etna,13811,Confirmed Eruption,South flank (2680-2250 m),1.0,,,,,,Historical Observations,,1983.0,,8.0,,6.0,,37.748000000000005,14.999
1983,3,9,258020,Hunter Island,15368,Discredited Eruption,,,,,,<,,,,,,,,,,-22.4,172.05
1983,4,14,283090,Niigata-Yakeyama,17547,Confirmed Eruption,,1.0,,,,?,,Historical Observations,,1983.0,,4.0,?,15.0,,36.921,138.036
1983,4,8,283110,Asamayama,17807,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1983.0,,4.0,,8.0,,36.406,138.523
1983,6,2,312070,Veniaminof,20167,Confirmed Eruption,Western intracaldera cone,3.0,,,,,,Historical Observations,,1984.0,,4.0,,17.0,,56.17,-159.38
1983,5,28,373010,Grimsvotn,12838,Confirmed Eruption,Near south caldera wall,2.0,,,,,,Historical Observations,,1983.0,,6.0,,2.0,,64.416,-17.316
1983,5,16,267020,Karangetang,16533,Confirmed Eruption,Summit and SW flank (1443 m),3.0,,,,,15.0,Historical Observations,,1988.0,,12.0,>,31.0,,2.781,125.40700000000001
1983,6,25,273010,Bulusan,16767,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1983.0,,6.0,,29.0,,12.769,124.056
1983,5,11,264220,Iliboleng,16323,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1984.0,,4.0,,13.0,,-8.342,123.258
1983,4,15,263310,Tengger Caldera,16057,Uncertain Eruption,Bromo,1.0,,,,,5.0,,,1983.0,,6.0,,28.0,1.0,-7.942,112.95
1983,5,12,284070,Myojinsho,18328,Uncertain Eruption,Myojinsho,0.0,,,,,,,,,,,,,,31.888,139.918
1984,9,9,273030,Mayon,16806,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1984.0,,10.0,,6.0,,13.257,123.685
1984,7,20,211060,Etna,13813,Confirmed Eruption,NE Crater,3.0,,,,,,Historical Observations,,1986.0,,9.0,,24.0,,37.748000000000005,14.999
1984,8,4,300070,Gorely,19025,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1986.0,,9.0,?,21.0,,52.559,158.03
1984,8,11,357120,Villarrica,12169,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1985.0,,11.0,,18.0,,-39.42,-71.93
1984,8,20,373010,Grimsvotn,12839,Uncertain Eruption,,0.0,,,,<,,,,,,,,,,64.416,-17.316
1984,8,23,252120,Ulawun,15056,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1984.0,,9.0,,11.0,,-5.05,151.33
1984,9,4,373080,Krafla,12953,Confirmed Eruption,Leirhnjúkur to 8.5 km north,0.0,,,,,,Historical Observations,,1984.0,,9.0,,18.0,,65.715,-16.727999999999998
1984,10,16,282030,Suwanosejima,16938,Confirmed Eruption,O-take,2.0,,,,,15.0,Historical Observations,,1984.0,,10.0,,16.0,15.0,29.638,129.714
1984,12,30,252120,Ulawun,15057,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1985.0,,1.0,,27.0,,-5.05,151.33
1984,11,11,332000,Loihi,20730,Uncertain Eruption,,0.0,,,,,,,,1985.0,,1.0,,21.0,,18.92,-155.27
1984,11,15,261140,Marapi,15474,Confirmed Eruption,"Kepundan Tuo, Kepundan B",1.0,,,,,,Historical Observations,,1984.0,,11.0,,15.0,,-0.38,100.47399999999999
1984,11,29,312070,Veniaminof,20168,Confirmed Eruption,Western intracaldera cone,2.0,,,,,,Historical Observations,,1984.0,,12.0,?,6.0,,56.17,-159.38
1984,12,16,355100,Lascar,11863,Confirmed Eruption,Western crater of east summit cone,0.0,,,,,15.0,Historical Observations,,1985.0,,7.0,,16.0,15.0,-23.37,-67.73
1984,12,16,344120,Concepcion,11069,Confirmed Eruption,,2.0,,,,,15.0,Historical Observations,,1985.0,,1.0,,2.0,,11.538,-85.62200000000001
1984,12,22,351020,"Ruiz, Nevado del",11289,Confirmed Eruption,Arenas Crater,1.0,,,,,,Historical Observations,,1985.0,,3.0,?,19.0,,4.8919999999999995,-75.324
1984,7,12,311240,Cleveland,19808,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1984.0,,7.0,,12.0,,52.825,-169.94400000000002
1984,10,25,241100,Ruapehu,14651,Confirmed Eruption,,1.0,,,,?,,Historical Observations,,1984.0,,12.0,,16.0,15.0,-39.28,175.57
1984,7,2,257040,Ambrym,15285,Confirmed Eruption,,2.0,,,,,182.0,Historical Observations,,1986.0,,3.0,>,8.0,,-16.25,168.12
1984,12,23,284100,Kaitoku Seamount,18375,Uncertain Eruption,,0.0,,,,,,,,1984.0,,12.0,,23.0,,26.127,141.102
1984,6,3,256010,Tinakula,15202,Confirmed Eruption,Upper NW flank,2.0,,,,<,,Historical Observations,,1985.0,,6.0,>,13.0,,-10.386,165.804
1984,6,5,266100,Lokon-Empung,16456,Uncertain Eruption,Tompaluan,1.0,,,,,4.0,,,1984.0,,11.0,,16.0,15.0,1.358,124.792
1984,2,5,300250,Bezymianny,19361,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1984.0,,12.0,,16.0,15.0,55.972,160.595
1984,2,23,223020,Nyamuragira,14071,Confirmed Eruption,NW flank (Kivandimwe),2.0,,,,,,Historical Observations,,1984.0,,3.0,,14.0,,-1.4080000000000001,29.2
1984,3,1,243080,Home Reef,14770,Confirmed Eruption,,3.0,?,,,,,Historical Observations,,1984.0,,3.0,,5.0,,-18.992,-174.775
1984,3,8,284100,Kaitoku Seamount,18374,Confirmed Eruption,Higashi-Kaitokuba,0.0,,,,,,Historical Observations,,1984.0,,3.0,?,26.0,,26.127,141.102
1984,3,10,300260,Klyuchevskoy,19465,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1985.0,,1.0,,28.0,,56.056000000000004,160.642
1984,3,17,300270,Sheveluch,19581,Confirmed Eruption,,2.0,?,,,,,Historical Observations,,1984.0,,9.0,,6.0,,56.653,161.36
1984,3,25,332020,Mauna Loa,10226,Confirmed Eruption,"Mokuaweoweo, SW and NE rift zones",0.0,,,,,,Historical Observations,,1984.0,,4.0,,15.0,,19.475,-155.608
1984,3,30,353010,Fernandina,11672,Confirmed Eruption,NW corner of caldera,1.0,,,,,,Historical Observations,,,,,,,,-0.37,-91.55
1984,1,9,263140,Galunggung,15722,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1984.0,,1.0,?,31.0,,-7.25,108.05799999999999
1984,4,2,241100,Ruapehu,14650,Confirmed Eruption,,1.0,,,,,,Historical Observations,,,,,,,,-39.28,175.57
1984,3,31,345020,Rincon de la Vieja,11100,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1984.0,,4.0,,16.0,15.0,10.83,-85.324
1984,5,12,263310,Tengger Caldera,16059,Confirmed Eruption,Bromo,1.0,,,,,,Historical Observations,,1984.0,,5.0,,31.0,,-7.942,112.95
1984,5,9,264150,Paluweh,16271,Confirmed Eruption,Rokatenda (west side of lava dome),2.0,,,,,,Historical Observations,,1984.0,,5.0,,21.0,,-8.32,121.708
1984,5,24,266030,Soputan,16429,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1984.0,,8.0,,31.0,,1.112,124.73700000000001
1984,4,28,211060,Etna,13812,Confirmed Eruption,SE Crater,1.0,,,,,,Historical Observations,,1984.0,,10.0,,18.0,,37.748000000000005,14.999
1984,4,20,357110,Llaima,12066,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1984.0,,11.0,,26.0,,-38.692,-71.729
1984,4,13,282110,Asosan,17343,Confirmed Eruption,Naka-dake,1.0,,,,,3.0,Historical Observations,,1985.0,,6.0,,24.0,,32.884,131.10399999999998
1984,5,1,285070,Akan,18700,Confirmed Eruption,Me-Akan (Ponmachineshiri),1.0,,,,,,Historical Observations,,1984.0,,5.0,,1.0,,43.38399999999999,144.013
1985,9,2,284142,Supply Reef,18476,Uncertain Eruption,25 km? NW of Supply Reef,0.0,,,,,,,,,,,,,,20.13,145.1
1985,11,15,263090,Tangkuban Parahu,15684,Uncertain Eruption,Kawah Baru,1.0,,,,,,,,1985.0,,11.0,,15.0,,-6.77,107.6
1985,9,2,344020,San Cristobal,10884,Uncertain Eruption,,,,,,,,,,,,,,,,12.702,-87.00399999999999
1985,9,11,351020,"Ruiz, Nevado del",11290,Confirmed Eruption,Arenas Crater,3.0,,,,,,Historical Observations,,1991.0,,7.0,,13.0,,4.8919999999999995,-75.324
1985,9,16,345020,Rincon de la Vieja,11101,Confirmed Eruption,,1.0,,,,,15.0,Historical Observations,,1986.0,,4.0,,16.0,15.0,10.83,-85.324
1985,9,16,282030,Suwanosejima,16939,Confirmed Eruption,O-take,2.0,,,,,15.0,Historical Observations,,1987.0,,6.0,,16.0,15.0,29.638,129.714
1985,10,5,272020,Kanlaon,16737,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1985.0,,12.0,,7.0,,10.412,123.132
1985,11,15,241100,Ruapehu,14653,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1985.0,,11.0,,15.0,,-39.28,175.57
1985,12,2,344120,Concepcion,11070,Confirmed Eruption,,1.0,,,,,1.0,Historical Observations,,1986.0,,4.0,?,20.0,,11.538,-85.62200000000001
1985,11,17,252120,Ulawun,15058,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1985.0,,11.0,,22.0,,-5.05,151.33
1985,12,1,355020,Guallatiri,11822,Uncertain Eruption,,,,,,,,,,,,,,,,-18.42,-69.092
1985,12,2,284096,Nishinoshima,18364,Uncertain Eruption,,0.0,,,,,,,,1985.0,,12.0,,2.0,,27.247,140.874
1985,12,9,255060,Kavachi,15171,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1986.0,,2.0,,28.0,3.0,-8.991,157.97899999999998
1985,12,10,311240,Cleveland,19809,Uncertain Eruption,,1.0,,,,,,,,,,,,,,52.825,-169.94400000000002
1985,12,19,211060,Etna,13815,Confirmed Eruption,SE Crater and SE flank (2750-2420 m),1.0,,,,,,Historical Observations,,1985.0,,12.0,,31.0,,37.748000000000005,14.999
1985,8,23,263340,Raung,16147,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1986.0,,2.0,,28.0,,-8.119,114.056
1985,11,16,343100,San Miguel,10863,Confirmed Eruption,,1.0,,,,,15.0,Historical Observations,,1986.0,,2.0,>,16.0,15.0,13.434000000000001,-88.26899999999999
1985,8,16,300260,Klyuchevskoy,19466,Confirmed Eruption,Summit and NW flank (3100 m),3.0,?,,,,,Historical Observations,,1986.0,,1.0,,21.0,,56.056000000000004,160.642
1985,1,14,234010,Heard,14405,Confirmed Eruption,Mawson Peak,2.0,?,,,,,Historical Observations,,1987.0,,1.0,?,16.0,15.0,-53.106,73.513
1985,7,2,341040,Colima,10470,Confirmed Eruption,,1.0,,,,,182.0,Historical Observations,,1986.0,,1.0,,5.0,4.0,19.514,-103.62
1985,1,6,376010,Jan Mayen,12972,Confirmed Eruption,"Beerenberg (NE flank, 0-200 m)",0.0,,,,,,Historical Observations,,1985.0,,1.0,,9.0,,71.082,-8.155
1985,1,10,333010,Teahitia,10302,Confirmed Eruption,,0.0,,,,,,Hydrophonic,,1985.0,,1.0,,25.0,,-17.564,-148.821
1985,7,30,264050,Sangeang Api,16251,Confirmed Eruption,Doro Api,3.0,,,,,,Historical Observations,,1988.0,,2.0,,16.0,15.0,-8.2,119.07
1985,3,8,211060,Etna,13814,Confirmed Eruption,"SE Crater, south flank (2620-2480 m)",1.0,,,,,,Historical Observations,,1985.0,,7.0,,13.0,,37.748000000000005,14.999
1985,3,13,272020,Kanlaon,16736,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1985.0,,3.0,,14.0,,10.412,123.132
1985,3,21,243110,Niuafo'ou,14798,Confirmed Eruption,NE part of caldera lake (Vai Lahi),0.0,,,,,,Historical Observations,,1985.0,,3.0,,22.0,,-15.6,-175.63
1985,5,3,300130,Karymsky,19185,Discredited Eruption,,,,,,?,,,,,,,,,,54.049,159.44299999999998
1985,5,16,352020,Guagua Pichincha,11492,Confirmed Eruption,1981 crater,1.0,,,,,15.0,Historical Observations,,1985.0,,6.0,,16.0,15.0,-0.171,-78.598
1985,2,3,264150,Paluweh,16272,Confirmed Eruption,Rokatenda (west side of lava dome),1.0,,,,,,Historical Observations,,1985.0,,2.0,,3.0,,-8.32,121.708
1985,5,21,241100,Ruapehu,14652,Confirmed Eruption,,1.0,,,,<,,Historical Observations,,1985.0,,6.0,?,9.0,,-39.28,175.57
1985,5,26,300270,Sheveluch,19582,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1985.0,,10.0,,25.0,,56.653,161.36
1985,6,12,300250,Bezymianny,19362,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1985.0,,12.0,,14.0,,55.972,160.595
1985,6,14,233020,"Fournaise, Piton de la",14372,Confirmed Eruption,"Dolomieu and flanks, SE rift zone",1.0,,,,,,Historical Observations,,1988.0,,12.0,,29.0,,-21.244,55.708
1985,6,19,285050,Tokachidake,18659,Confirmed Eruption,East wall of 1962 crater,1.0,,,,,,Historical Observations,,1985.0,,6.0,,22.0,,43.418,142.686
1985,7,2,390028,Hudson Mountains,19976,Uncertain Eruption,Webber Nunatak,,,,,,182.0,,,,,,,,,-74.33,-99.42
1985,7,2,354010,"Misti, El",11774,Confirmed Eruption,,1.0,?,,,,182.0,Historical Observations,,,,,,,,-16.294,-71.40899999999999
1985,5,19,266030,Soputan,16430,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1985.0,,5.0,,20.0,,1.112,124.73700000000001
1986,9,20,332000,Loihi,20731,Uncertain Eruption,,0.0,,,,,,,,1986.0,,9.0,,20.0,,18.92,-155.27
1986,9,14,355100,Lascar,11864,Confirmed Eruption,Western crater of east summit cone,3.0,,,,,,Historical Observations,,1986.0,,9.0,,16.0,,-23.37,-67.73
1986,9,1,290240,Sarychev Peak,18817,Confirmed Eruption,,1.0,,,,?,15.0,Historical Observations,,,,,,,,48.092,153.2
1986,8,21,224030,Oku Volcanic Field,14138,Uncertain Eruption,Lake Nyos,,,,,,,,,1986.0,,12.0,?,30.0,,6.25,10.5
1986,7,16,223020,Nyamuragira,14073,Confirmed Eruption,South flank (near Kitazungurwa),2.0,,,,,,Historical Observations,,1986.0,,8.0,,20.0,,-1.4080000000000001,29.2
1986,8,6,263200,Dieng Volcanic Complex,15788,Confirmed Eruption,Sileri Crater,1.0,,,,,,Historical Observations,,1986.0,,8.0,,6.0,,-7.2,109.87899999999999
1986,7,16,261160,Talang,15493,Uncertain Eruption,NE flank (Panjang Crater),1.0,,,,,,,,1986.0,,10.0,,13.0,,-0.9790000000000001,100.681
1986,7,5,255060,Kavachi,15172,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1986.0,,7.0,,23.0,,-8.991,157.97899999999998
1986,10,10,263250,Merapi,15917,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1990.0,,8.0,?,16.0,15.0,-7.54,110.446
1986,8,16,331030,Cleft Segment,20719,Confirmed Eruption,"N Cleft Segment, S Juan de Fuca Ridge",0.0,,,,?,15.0,Historical Observations,,,,,,,,44.83,-130.3
1986,10,11,290260,Chirinkotan,18829,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1986.0,,10.0,,12.0,,48.98,153.48
1986,12,5,300250,Bezymianny,19364,Confirmed Eruption,,3.0,,,,,4.0,Historical Observations,,1988.0,,7.0,,26.0,5.0,55.972,160.595
1986,10,30,211060,Etna,13817,Confirmed Eruption,Valle del Bove (3050-2180 m),2.0,,,,,,Historical Observations,,1987.0,,3.0,,1.0,,37.748000000000005,14.999
1986,11,13,257040,Ambrym,15286,Confirmed Eruption,New cone 3 km east of Marum,2.0,,,,,,Historical Observations,,1986.0,,11.0,?,19.0,,-16.25,168.12
1986,11,15,284010,Izu-Oshima,18242,Confirmed Eruption,"Mihara-yama, N part and NW of caldera",3.0,,,,,,Historical Observations,,1986.0,,12.0,,18.0,,34.724000000000004,139.394
1986,11,18,290360,Chikurachki,18854,Confirmed Eruption,,4.0,,,,,,Historical Observations,,1986.0,,12.0,,7.0,,50.324,155.461
1986,11,18,311290,Okmok,19850,Confirmed Eruption,SW part of caldera (Cone A),2.0,,,,,,Historical Observations,,1988.0,,2.0,,26.0,,53.43,-168.13
1986,11,27,300260,Klyuchevskoy,19468,Confirmed Eruption,"Summit, SE, SW, NE and east flanks",4.0,,,,,,Historical Observations,,1990.0,,9.0,,16.0,15.0,56.056000000000004,160.642
1986,11,29,373030,Bardarbunga,12887,Uncertain Eruption,Loki-Fögrufjöll (East Loki cauldron),0.0,,,,,,,,1986.0,,12.0,?,1.0,,64.633,-17.516
1986,7,5,261120,Sorikmarapi,15414,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1986.0,,7.0,,14.0,,0.6859999999999999,99.539
1986,12,16,354006,Sabancaya,11747,Confirmed Eruption,,1.0,,,,,15.0,Historical Observations,,,,,,,,-15.787,-71.857
1986,12,31,345020,Rincon de la Vieja,11102,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1986.0,,12.0,,31.0,,10.83,-85.324
1986,10,24,284070,Myojinsho,18329,Uncertain Eruption,Myojinsho,0.0,,,,,,,,1986.0,,10.0,,24.0,,31.888,139.918
1986,7,2,331020,CoAxial Segment,20711,Confirmed Eruption,"CoAxial segment, Juan de Fuca Ridge",0.0,,,5.0,,182.0,Historical Observations,,,,,,,,46.52,-129.58
1986,7,2,261030,Peuet Sague,15375,Confirmed Eruption,,2.0,,,,,182.0,Historical Observations,,,,,,,,4.9030000000000005,96.289
1986,6,18,284100,Kaitoku Seamount,18376,Uncertain Eruption,,0.0,,,,,,,,1986.0,,6.0,,18.0,,26.127,141.102
1986,1,18,284130,Fukutoku-Oka-no-Ba,17600,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1986.0,,3.0,?,28.0,,24.285,141.481
1986,1,20,357010,Tupungatito,11898,Confirmed Eruption,NW craters,1.0,,,,,,Historical Observations,,1986.0,,1.0,,20.0,,-33.425,-69.797
1986,7,2,284096,Nishinoshima,18365,Uncertain Eruption,,0.0,,,,,182.0,,,1990.0,,7.0,,2.0,182.0,27.247,140.874
1986,2,8,241100,Ruapehu,14654,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1986.0,,2.0,?,9.0,,-39.28,175.57
1986,2,16,341130,Tacana,10621,Confirmed Eruption,NE flank (ca. 3600 m),1.0,,,,,15.0,Historical Observations,,1986.0,,6.0,,16.0,15.0,15.132,-92.109
1986,3,16,211060,Etna,13816,Confirmed Eruption,SE Crater,2.0,?,,,,15.0,Historical Observations,,1986.0,,10.0,?,31.0,,37.748000000000005,14.999
1986,3,18,311320,Akutan,20030,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1986.0,,6.0,,30.0,,54.13399999999999,-165.986
1986,3,19,311360,Shishaldin,20090,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1987.0,,2.0,?,15.0,,54.756,-163.97
1986,3,22,266100,Lokon-Empung,16457,Confirmed Eruption,Tompaluan,2.0,,,,,,Historical Observations,,1987.0,,5.0,,13.0,,1.358,124.792
1986,3,26,300250,Bezymianny,19363,Confirmed Eruption,,2.0,,,,,5.0,Historical Observations,,1986.0,,6.0,,29.0,,55.972,160.595
1986,3,27,313010,Augustine,20262,Confirmed Eruption,,4.0,?,,,,,Historical Observations,,1986.0,,8.0,,31.0,,59.363,-153.43
1986,3,28,300270,Sheveluch,19583,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1988.0,,2.0,,28.0,,56.653,161.36
1986,2,1,241040,White Island,14490,Confirmed Eruption,Congress and numerous other craters,3.0,,,,?,,Historical Observations,,1994.0,,7.0,,28.0,,-37.52,177.18
1986,4,16,312030,Pavlof,20149,Confirmed Eruption,"NNE & SE summit vents, NE & SE flanks",3.0,,,,,,Historical Observations,,1988.0,,8.0,,13.0,,55.417,-161.894
1986,4,7,284130,Fukutoku-Oka-no-Ba,17601,Uncertain Eruption,,0.0,,,,,,,,1987.0,,6.0,,26.0,,24.285,141.481
1986,6,15,241130,Rumble III,14675,Confirmed Eruption,,0.0,,,,,,Hydrophonic,,1986.0,,8.0,?,5.0,,-35.745,178.47799999999998
1986,6,8,300260,Klyuchevskoy,19467,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1986.0,,7.0,,11.0,,56.056000000000004,160.642
1986,6,3,272020,Kanlaon,16738,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1986.0,,8.0,,18.0,,10.412,123.132
1986,5,28,264220,Iliboleng,16324,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1986.0,,11.0,,24.0,,-8.342,123.258
1986,6,16,242050,Monowai,14710,Confirmed Eruption,,0.0,,,,,15.0,Hydrophonic,,1986.0,,6.0,,16.0,15.0,-25.886999999999997,-177.188
1986,5,23,311161,Korovin,19759,Uncertain Eruption,,1.0,,,,,,,,,,,,,,52.381,-174.166
1986,5,16,333060,Macdonald,10322,Confirmed Eruption,,0.0,,,,,,Hydrophonic,,1986.0,,8.0,,2.0,,-28.98,-140.25
1986,4,28,311240,Cleveland,19810,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1986.0,,5.0,>,27.0,,52.825,-169.94400000000002
1986,4,28,311310,Makushin,19989,Discredited Eruption,,,,,,,,,,,,,,,,53.891000000000005,-166.923
1986,5,25,290390,Alaid,18890,Confirmed Eruption,,2.0,?,,,,,Historical Observations,,1986.0,,5.0,,28.0,3.0,50.861000000000004,155.565
1987,9,4,284170,Pagan,18516,Confirmed Eruption,North Pagan,1.0,,,,,,Historical Observations,,1987.0,,9.0,,4.0,,18.13,145.8
1987,7,14,284130,Fukutoku-Oka-no-Ba,17602,Confirmed Eruption,,0.0,,,,,,Historical Observations,,1987.0,,8.0,?,30.0,,24.285,141.481
1987,7,23,390030,Deception Island,13197,Uncertain Eruption,,,,,,,,,,,,,,,,-63.001000000000005,-60.652
1987,8,7,354006,Sabancaya,11748,Uncertain Eruption,,2.0,?,,,,,,,,,,,,,-15.787,-71.857
1987,8,16,284110,Kita-Ioto,18384,Uncertain Eruption,Funka-Asane,0.0,,,,,15.0,,,1987.0,,8.0,,16.0,15.0,25.424,141.284
1987,8,24,241100,Ruapehu,14655,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1987.0,,8.0,,30.0,,-39.28,175.57
1987,7,2,341040,Colima,10471,Confirmed Eruption,East side of summit lava dome,1.0,,,,,,Historical Observations,,1987.0,,7.0,,2.0,,19.514,-103.62
1987,9,4,311190,Amukta,19788,Confirmed Eruption,,1.0,,,,?,,Historical Observations,,,,,,,,52.5,-171.252
1987,9,4,284130,Fukutoku-Oka-no-Ba,17603,Uncertain Eruption,,0.0,,,,,,,,1991.0,,2.0,,6.0,,24.285,141.481
1987,11,16,344020,San Cristobal,10885,Uncertain Eruption,,,,,,,15.0,,,,,,,,,12.702,-87.00399999999999
1987,10,14,290380,Ebeko,18874,Confirmed Eruption,Northern crater,1.0,,,,,,Historical Observations,,1988.0,,1.0,,16.0,15.0,50.68600000000001,156.014
1987,10,21,284070,Myojinsho,18330,Uncertain Eruption,Myojinsho,0.0,,,,,,,,1987.0,,12.0,,9.0,,31.888,139.918
1987,11,16,311230,Carlisle,19800,Uncertain Eruption,,,,,,,,,,,,,,,,52.894,-170.054
1987,11,16,284010,Izu-Oshima,18243,Confirmed Eruption,Mihara-yama,2.0,,,,,,Historical Observations,,1988.0,,1.0,,27.0,,34.724000000000004,139.394
1987,11,16,344040,Telica,10932,Confirmed Eruption,Vent in NE corner of crater,1.0,,,,,15.0,Historical Observations,,1987.0,,11.0,,16.0,15.0,12.606,-86.84
1987,11,16,355100,Lascar,11865,Confirmed Eruption,Western crater of east summit cone,3.0,,,,<,15.0,Historical Observations,,1990.0,,4.0,,6.0,,-23.37,-67.73
1987,11,28,357010,Tupungatito,11899,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1987.0,,11.0,,30.0,,-33.425,-69.797
1987,12,28,264071,Ranakah,16254,Confirmed Eruption,Anak Ranakah,3.0,,,,,,Historical Observations,,1989.0,,4.0,>,16.0,15.0,-8.62,120.52
1987,12,30,223020,Nyamuragira,14074,Confirmed Eruption,North Flank (Gafuranindi),1.0,,,,,,Historical Observations,,1988.0,,1.0,,4.0,,-1.4080000000000001,29.2
1987,10,2,264220,Iliboleng,16325,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1987.0,,10.0,,2.0,,-8.342,123.258
1987,6,19,311240,Cleveland,19811,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1987.0,,8.0,,28.0,,52.825,-169.94400000000002
1987,9,4,311070,Gareloi,19687,Confirmed Eruption,,1.0,?,,,,,Historical Observations,,,,,,,,51.79,-178.794
1987,6,4,333060,Macdonald,10323,Confirmed Eruption,,0.0,,,,,,Historical Observations,,1989.0,,1.0,>,28.0,,-28.98,-140.25
1987,6,16,345040,Poas,11183,Confirmed Eruption,,2.0,,,,,15.0,Historical Observations,,1990.0,,6.0,,16.0,15.0,10.2,-84.23299999999999
1987,1,5,342090,Fuego,10731,Confirmed Eruption,,1.0,,,,,4.0,Historical Observations,,1987.0,,2.0,?,16.0,15.0,14.472999999999999,-90.88
1987,1,15,261140,Marapi,15475,Confirmed Eruption,Verbeek Crater,2.0,,,,,,Historical Observations,,1994.0,,8.0,>,12.0,,-0.38,100.47399999999999
